2025-10-02 20:46:06,487 INFO    StreamThr :2711442 [internal.py:wandb_internal():86] W&B internal server running at pid: 2711442, started at: 2025-10-02 20:46:06.486602
2025-10-02 20:46:06,488 DEBUG   HandlerThread:2711442 [handler.py:handle_request():146] handle_request: status
2025-10-02 20:46:06,489 INFO    WriterThread:2711442 [datastore.py:open_for_write():87] open: /mnt/data/kai/VinDr_Code/Mini_VinDr_CXR_Dataset/dicom_comparison/wandb/run-20251002_204606-ih2ml73x/run-ih2ml73x.wandb
2025-10-02 20:46:06,489 DEBUG   SenderThread:2711442 [sender.py:send():379] send: header
2025-10-02 20:46:06,490 DEBUG   SenderThread:2711442 [sender.py:send():379] send: run
2025-10-02 20:46:07,286 INFO    SenderThread:2711442 [dir_watcher.py:__init__():211] watching files in: /mnt/data/kai/VinDr_Code/Mini_VinDr_CXR_Dataset/dicom_comparison/wandb/run-20251002_204606-ih2ml73x/files
2025-10-02 20:46:07,286 INFO    SenderThread:2711442 [sender.py:_start_run_threads():1124] run started: ih2ml73x with start time 1759409166.486394
2025-10-02 20:46:07,290 DEBUG   HandlerThread:2711442 [handler.py:handle_request():146] handle_request: check_version
2025-10-02 20:46:07,290 DEBUG   SenderThread:2711442 [sender.py:send_request():406] send_request: check_version
2025-10-02 20:46:07,354 DEBUG   HandlerThread:2711442 [handler.py:handle_request():146] handle_request: run_start
2025-10-02 20:46:07,364 DEBUG   HandlerThread:2711442 [system_info.py:__init__():26] System info init
2025-10-02 20:46:07,364 DEBUG   HandlerThread:2711442 [system_info.py:__init__():41] System info init done
2025-10-02 20:46:07,364 INFO    HandlerThread:2711442 [system_monitor.py:start():194] Starting system monitor
2025-10-02 20:46:07,364 INFO    SystemMonitor:2711442 [system_monitor.py:_start():158] Starting system asset monitoring threads
2025-10-02 20:46:07,364 INFO    HandlerThread:2711442 [system_monitor.py:probe():214] Collecting system info
2025-10-02 20:46:07,365 INFO    SystemMonitor:2711442 [interfaces.py:start():190] Started cpu monitoring
2025-10-02 20:46:07,365 INFO    SystemMonitor:2711442 [interfaces.py:start():190] Started disk monitoring
2025-10-02 20:46:07,366 INFO    SystemMonitor:2711442 [interfaces.py:start():190] Started gpu monitoring
2025-10-02 20:46:07,366 INFO    SystemMonitor:2711442 [interfaces.py:start():190] Started memory monitoring
2025-10-02 20:46:07,366 INFO    SystemMonitor:2711442 [interfaces.py:start():190] Started network monitoring
2025-10-02 20:46:07,375 DEBUG   HandlerThread:2711442 [system_info.py:probe():150] Probing system
2025-10-02 20:46:07,377 DEBUG   HandlerThread:2711442 [system_info.py:_probe_git():135] Probing git
2025-10-02 20:46:07,380 DEBUG   HandlerThread:2711442 [system_info.py:_probe_git():143] Probing git done
2025-10-02 20:46:07,380 DEBUG   HandlerThread:2711442 [system_info.py:probe():198] Probing system done
