2025-07-04 09:36:38,749 INFO    StreamThr :1246989 [internal.py:wandb_internal():86] W&B internal server running at pid: 1246989, started at: 2025-07-04 09:36:38.749408
2025-07-04 09:36:38,750 DEBUG   HandlerThread:1246989 [handler.py:handle_request():146] handle_request: status
2025-07-04 09:36:38,755 INFO    WriterThread:1246989 [datastore.py:open_for_write():87] open: /mnt/data/kai/VinDr_Code/Mini_VinDr_CXR_Dataset/pytorch_model_training/wandb/run-20250704_093638-h68r5fl7/run-h68r5fl7.wandb
2025-07-04 09:36:38,755 DEBUG   SenderThread:1246989 [sender.py:send():379] send: header
2025-07-04 09:36:38,758 DEBUG   SenderThread:1246989 [sender.py:send():379] send: run
2025-07-04 09:36:39,441 INFO    SenderThread:1246989 [dir_watcher.py:__init__():211] watching files in: /mnt/data/kai/VinDr_Code/Mini_VinDr_CXR_Dataset/pytorch_model_training/wandb/run-20250704_093638-h68r5fl7/files
2025-07-04 09:36:39,442 INFO    SenderThread:1246989 [sender.py:_start_run_threads():1124] run started: h68r5fl7 with start time 1751592998.753422
2025-07-04 09:36:39,445 DEBUG   HandlerThread:1246989 [handler.py:handle_request():146] handle_request: check_version
2025-07-04 09:36:39,445 DEBUG   SenderThread:1246989 [sender.py:send_request():406] send_request: check_version
2025-07-04 09:36:39,516 DEBUG   HandlerThread:1246989 [handler.py:handle_request():146] handle_request: run_start
2025-07-04 09:36:39,529 DEBUG   HandlerThread:1246989 [system_info.py:__init__():26] System info init
2025-07-04 09:36:39,529 DEBUG   HandlerThread:1246989 [system_info.py:__init__():41] System info init done
2025-07-04 09:36:39,529 INFO    HandlerThread:1246989 [system_monitor.py:start():194] Starting system monitor
2025-07-04 09:36:39,529 INFO    SystemMonitor:1246989 [system_monitor.py:_start():158] Starting system asset monitoring threads
2025-07-04 09:36:39,529 INFO    HandlerThread:1246989 [system_monitor.py:probe():214] Collecting system info
2025-07-04 09:36:39,529 INFO    SystemMonitor:1246989 [interfaces.py:start():190] Started cpu monitoring
